,Layout_x,Layout_y
0,0.0,0.0
1,911.519633896075,988.2192130834532
2,165.2277571834208,487.9128409102183
3,748.6812405846849,1034.9560854171896
4,378.3178389809919,459.65837836449276
5,1092.457547113303,459.65837836449276
7,810.9359224492982,1238.901412888043
8,1137.1370109690492,640.4016832649262
9,549.5705698359632,780.6297031292526
